State,Atmosphere,Crash Datetime,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Illinois,Windy,06-01-2011 19:20,1,Urban-Local Road or Street,19,0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,6,4
Indiana,Rain,11-02-2011 16:16,1,Rural-Local Road or Street,84,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,11,5
Iowa,Thunderstorm,27-03-2011 23:59,1,Rural-Major Collector,29,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,27,7
Kansas,Hail,08-03-2011 22:23,1,Rural-Minor Arterial,56,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,8,2
Kentucky,Hail,15-02-2011 00:28,1,Rural-Major Collector,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,15,2
Louisiana,Dust Storm,24-02-2011 21:49,2,Rural-Local Road or Street,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,24,4
Maine,Clear,21-08-2011 10:29,1,Rural-Local Road or Street,25,0.08,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,8,21,7
Massachusetts,Snow,24-05-2011 23:10,1,Urban-Local Road or Street,72,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,24,2
Michigan,Dust Storm,04-02-2011 00:40,1,Rural-Minor Arterial,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,4,5
Michigan,Hail,04-02-2011 07:39,1,Rural-Minor Arterial,19,0,Driver of a Motor Vehicle In-Transport,No,Japanese,Female,Fatal Injury (K),2011,2,4,5
Michigan,Dust Storm,04-02-2011 23:52,1,Rural-Minor Arterial,45,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,4,5
Minnesota,Hail,15-04-2011 23:48,1,Urban-Other Principal Arterial,22,0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,4,15,5
Minnesota,Snow,15-04-2011 21:43,1,Urban-Other Principal Arterial,57,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,4,15,5
Minnesota,Dust Storm,15-04-2011 04:43,1,Urban-Other Principal Arterial,60,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,4,15,5
Mississippi,Fog,10-02-2011 01:24,1,Rural-Major Collector,24,,Passenger of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,10,4
Mississippi,Hail,10-02-2011 03:43,1,Rural-Major Collector,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,10,4
Nebraska,Thunderstorm,08-06-2011 20:31,2,Urban-Other Principal Arterial,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,6,8,3
Nebraska,Sleet,08-06-2011 18:51,2,Urban-Other Principal Arterial,21,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,6,8,3
Nevada,Sleet,26-04-2011 03:56,1,Rural-Principal Arterial-Interstate,57,0.15,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,26,2
New Jersey,Sleet,18-02-2011 15:09,1,Unknown,27,0.16,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,18,5
New Mexico,Fog,09-04-2011 12:11,1,Rural-Principal Arterial-Other,14,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,4,9,6
New Mexico,Windy,09-04-2011 09:54,1,Rural-Principal Arterial-Other,49,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,4,9,6
New York,Sleet,11-02-2011 02:02,1,Urban-Minor Arterial,17,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,Other Asian or Pacific Islander,Male,Fatal Injury (K),2011,2,11,5
New York,Thunderstorm,11-02-2011 18:20,1,Urban-Minor Arterial,62,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,11,5
Ohio,Clear,15-01-2011 23:48,1,Urban-Other Principal Arterial,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,15,6
Ohio,Dust Storm,15-01-2011 20:37,1,Urban-Other Principal Arterial,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,15,6
Ohio,Thunderstorm,15-01-2011 05:57,1,Urban-Other Principal Arterial,89,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,15,6
Oklahoma,Windy,17-02-2011 09:28,1,Urban-Minor Arterial,25,0.23,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,17,4
Oregon,Dust Storm,26-03-2011 05:40,2,Rural-Major Collector,24,0.08,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,26,6
Pennsylvania,Dust Storm,02-02-2011 16:09,1,Urban-Minor Arterial,55,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,2,3
South Carolina,Hail,02-02-2011 10:24,1,Rural-Minor Arterial,39,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,2,3
South Carolina,Dust Storm,02-02-2011 14:14,1,Rural-Minor Arterial,69,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,2,3
South Dakota,Thunderstorm,14-05-2011 02:35,1,Rural-Major Collector,24,,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,5,14,6
Texas,Clear,12-01-2011 05:06,1,Rural-Local Road or Street,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,12,3
Texas,Cloudy,12-01-2011 23:41,1,Rural-Local Road or Street,16,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,12,3
Virginia,Fog,19-02-2011 16:45,1,Rural-Local Road or Street,17,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,19,6
Washington,Sleet,05-03-2011 09:11,1,Urban-Other Principal Arterial,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,5,6
Washington,Cloudy,05-03-2011 16:23,1,Urban-Other Principal Arterial,30,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,5,6
Washington,Rain,05-03-2011 19:16,1,Urban-Other Principal Arterial,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,3,5,6
West Virginia,Rain,07-04-2011 08:20,1,Urban-Minor Arterial,24,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,4,7,4
Wisconsin,Snow,12-03-2011 17:38,1,Rural-Principal Arterial-Other,30,0,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,3,12,6
Wisconsin,Cloudy,12-03-2011 09:29,1,Rural-Principal Arterial-Other,53,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,3,12,6
Wyoming,Clear,31-07-2011 18:17,1,Rural-Principal Arterial-Interstate,40,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,7,31,7
Wyoming,Hail,31-07-2011 23:36,1,Rural-Principal Arterial-Interstate,51,0.2,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,7,31,7
Alaska,Hail,29-12-2011 04:11,1,Rural-Principal Arterial-Interstate,8,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,12,29,4
Alaska,Thunderstorm,29-12-2011 03:09,1,Rural-Principal Arterial-Interstate,14,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,12,29,4
Alaska,Clear,29-12-2011 17:59,1,Rural-Principal Arterial-Interstate,20,0,Driver of a Motor Vehicle In-Transport,Yes,\N,Female,Fatal Injury (K),2011,12,29,4
Alaska,Snow,29-12-2011 16:24,1,Rural-Principal Arterial-Interstate,28,0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,12,29,4
Arizona,Cloudy,18-02-2011 23:00,1,Rural-Principal Arterial-Interstate,54,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,18,5
Arizona,Thunderstorm,18-02-2011 01:15,1,Rural-Principal Arterial-Interstate,77,,Pedestrian,No,Unknown,Female,Fatal Injury (K),2011,2,18,5
California,Sleet,12-01-2011 03:44,1,Urban-Other Principal Arterial,44,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,12,3
California,Fog,12-01-2011 10:16,1,Urban-Other Principal Arterial,56,,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,1,12,3
Delaware,Clear,16-08-2011 09:11,1,Urban-Minor Arterial,50,,Pedestrian,Not Reported,Black,Male,Fatal Injury (K),2011,8,16,2
Delaware,Thunderstorm,16-08-2011 10:10,1,Urban-Minor Arterial,,,Driver of a Motor Vehicle In-Transport,Unknown,,Not Reported,Unknown,2011,8,16,2
Florida,Sleet,15-02-2011 13:32,1,Urban-Principal Arterial-Interstate,45,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,15,2
Georgia,Snow,26-01-2011 01:35,1,Rural-Principal Arterial-Other,37,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,26,3
Hawaii,Snow,23-08-2011 19:06,1,Rural-Principal Arterial-Other,46,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,8,23,2
Hawaii,Dust Storm,23-08-2011 17:19,1,Rural-Principal Arterial-Other,90,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,8,23,2
Idaho,Cloudy,20-07-2011 10:56,1,Rural-Local Road or Street,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,7,20,3
Idaho,Cloudy,20-07-2011 23:32,1,Rural-Local Road or Street,7,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,7,20,3
Indiana,Hail,18-01-2011 03:33,1,Rural-Major Collector,34,0.26,Passenger of a Motor Vehicle In-Transport,Yes,\N,Female,Fatal Injury (K),2011,1,18,2
Iowa,Clear,30-03-2011 18:29,1,Rural-Local Road or Street,31,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,30,3
Kansas,Hail,11-03-2011 16:55,1,Urban-Minor Arterial,18,,Pedestrian,No,,Male,Incapacitating Injury (A),2011,3,11,5
Kansas,Sleet,11-03-2011 07:31,1,Urban-Minor Arterial,52,0.16,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,3,11,5
Kentucky,Hail,16-02-2011 02:00,1,Rural-Major Collector,63,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,2,16,3
Louisiana,Fog,24-02-2011 17:57,1,Rural-Principal Arterial-Other,70,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,24,4
Louisiana,Rain,24-02-2011 02:55,1,Rural-Principal Arterial-Other,79,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,24,4
Maine,Rain,21-08-2011 07:32,1,Rural-Local Road or Street,41,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,8,21,7
Maine,Snow,21-08-2011 18:08,1,Rural-Local Road or Street,50,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,8,21,7
Maryland,Sleet,27-02-2011 00:53,1,Urban-Other Principal Arterial,71,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,27,7
Maryland,Fog,27-02-2011 13:19,1,Urban-Other Principal Arterial,79,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,27,7
Maryland,Rain,27-02-2011 07:37,1,Urban-Other Principal Arterial,80,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,27,7
Massachusetts,Hail,01-05-2011 19:56,1,Urban-Principal Arterial-Interstate,48,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,1,7
Michigan,Snow,12-02-2011 08:24,1,Rural-Major Collector,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,12,6
Michigan,Rain,12-02-2011 01:44,1,Rural-Major Collector,19,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,12,6
Minnesota,Snow,19-04-2011 14:41,2,Urban-Principal Arterial-Interstate,21,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,19,2
Minnesota,Hail,19-04-2011 19:07,2,Urban-Principal Arterial-Interstate,49,0.2,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,4,19,2
Mississippi,Rain,11-02-2011 13:36,1,Urban-Local Road or Street,63,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,11,5
Mississippi,Thunderstorm,11-02-2011 00:48,1,Urban-Local Road or Street,71,,Pedestrian,No,White,Female,Fatal Injury (K),2011,2,11,5
Missouri,Fog,27-02-2011 10:53,1,Rural-Major Collector,13,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,27,7
Missouri,Windy,27-02-2011 11:36,1,Rural-Major Collector,47,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,27,7
Montana,Sleet,14-07-2011 01:32,1,Rural-Minor Arterial,59,0.23,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,14,4
Nebraska,Cloudy,09-06-2011 13:46,1,Urban-Local Road or Street,20,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,6,9,4
Nevada,Snow,26-04-2011 20:20,1,Rural-Major Collector,56,0.18,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,26,2
New Jersey,Sleet,03-03-2011 18:30,1,Urban-Principal Arterial-Interstate,69,0,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,3,4
New Jersey,Snow,03-03-2011 16:08,1,Urban-Principal Arterial-Interstate,77,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,3,3,4
New York,Thunderstorm,15-02-2011 22:24,1,Rural-Principal Arterial-Other,20,,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,2,15,2
Ohio,Dust Storm,11-01-2011 06:36,1,Rural-Principal Arterial-Other,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2
Ohio,Thunderstorm,11-01-2011 10:45,1,Rural-Principal Arterial-Other,26,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2
Ohio,Sleet,11-01-2011 07:31,1,Rural-Principal Arterial-Other,28,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2
Ohio,Fog,11-01-2011 01:21,1,Rural-Principal Arterial-Other,41,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,11,2
Ohio,Thunderstorm,11-01-2011 11:57,1,Rural-Principal Arterial-Other,62,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,11,2
Oregon,Hail,22-01-2011 15:36,1,Urban-Collector,25,0.27,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,22,6
Oregon,Fog,22-01-2011 00:12,1,Urban-Collector,31,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,22,6
Pennsylvania,Fog,05-02-2011 22:22,2,Urban-Minor Arterial,22,0.27,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,2,5,6
Rhode Island,Hail,13-12-2011 04:42,1,Urban-Other Principal Arterial,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,12,13,2
Rhode Island,Thunderstorm,13-12-2011 13:24,1,Urban-Other Principal Arterial,55,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,12,13,2
Rhode Island,Fog,13-12-2011 03:34,1,Urban-Other Principal Arterial,75,,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,12,13,2
South Carolina,Cloudy,10-02-2011 15:42,1,Rural-Principal Arterial-Other,28,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,10,4
South Carolina,Rain,10-02-2011 21:40,1,Rural-Principal Arterial-Other,61,,Pedestrian,No,White,Male,Fatal Injury (K),2011,2,10,4
Tennessee,Snow,09-02-2011 20:46,1,Urban-Other Principal Arterial,36,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,9,3
Tennessee,Snow,09-02-2011 11:38,1,Urban-Other Principal Arterial,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,9,3
Texas,Snow,13-01-2011 23:13,1,Urban-Local Road or Street,28,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,13,4
Utah,Clear,08-07-2011 05:28,1,Rural-Principal Arterial-Interstate,38,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,8,5
Virginia,Rain,20-02-2011 02:50,1,Rural-Local Road or Street,44,0.19,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,20,7
Washington,Thunderstorm,06-03-2011 01:47,3,Rural-Principal Arterial-Other,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,6,7
Washington,Sleet,06-03-2011 00:03,3,Rural-Principal Arterial-Other,20,0.04,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,6,7
Washington,Fog,06-03-2011 21:43,3,Rural-Principal Arterial-Other,22,0.05,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,6,7
West Virginia,Cloudy,07-04-2011 01:02,1,Rural-Principal Arterial-Other,44,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,4,7,4
West Virginia,Snow,07-04-2011 15:10,1,Rural-Principal Arterial-Other,73,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,7,4
West Virginia,Sleet,07-04-2011 09:50,1,Rural-Principal Arterial-Other,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,4,7,4
Wisconsin,Windy,17-03-2011 19:33,1,Rural-Minor Arterial,48,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,17,4
Wyoming,Clear,31-07-2011 15:59,1,Rural-Principal Arterial-Other,58,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,31,7
Alabama,Fog,10-02-2011 20:40,1,Rural-Local Road or Street,26,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,10,4
Alabama,Snow,10-02-2011 18:30,1,Rural-Local Road or Street,47,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,10,4
Arizona,Thunderstorm,18-02-2011 01:20,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,18,5
California,Dust Storm,13-01-2011 13:50,1,Urban-Minor Arterial,56,,Pedestrian,Unknown,\N,Male,Fatal Injury (K),2011,1,13,4
Colorado,Snow,20-03-2011 11:29,1,Urban-Minor Arterial,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,3,20,7
Colorado,Snow,20-03-2011 14:03,1,Urban-Minor Arterial,22,0.16,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,20,7
Colorado,Thunderstorm,20-03-2011 19:24,1,Urban-Minor Arterial,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,20,7
Colorado,Fog,20-03-2011 04:37,1,Urban-Minor Arterial,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,3,20,7
Delaware,Thunderstorm,19-08-2011 14:50,1,Rural-Minor Arterial,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,8,19,5
Florida,Rain,27-02-2011 09:45,1,Rural-Principal Arterial-Interstate,43,0,Driver of a Motor Vehicle In-Transport,Unknown,Black,Female,Fatal Injury (K),2011,2,27,7
Hawaii,Cloudy,24-08-2011 15:17,1,Urban-Other Principal Arterial,50,,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,8,24,3
Idaho,Cloudy,23-07-2011 16:40,1,Rural-Principal Arterial-Other,18,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,23,6
Illinois,Fog,04-02-2011 19:42,1,Rural-Minor Arterial,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,4,5
Kansas,Hail,12-03-2011 21:42,1,Rural-Local Road or Street,19,0.06,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,12,6
Kentucky,Fog,16-02-2011 17:54,1,Rural-Principal Arterial-Other,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,16,3
Louisiana,Fog,24-02-2011 13:16,1,Urban-Other Principal Arterial,52,0.25,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,24,4
Maine,Clear,27-08-2011 21:13,1,Rural-Local Road or Street,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,8,27,6
